customer_id,first_name,last_name,phone_number,email,city,plan_type
1961,Rayaan,Kata,9846229384,tristanwason@example.org,Mumbai,POSTPAID
1962,Mitali,Kothari,9391780758,yochana07@example.net,Delhi,PREPAID
1963,Isaac,Minhas,9206449187,sodhiyahvi@example.org,Bengaluru,POSTPAID
1964,Jai,Sachdev,9338653968,ati16@example.net,Bengaluru,POSTPAID
1965,Qadim,Saran,9351526354,benjamin39@example.com,Chennai,PREPAID
1966,Chatura,Rai,9572598885,qmisra@example.net,Chennai,POSTPAID
1967,Devika,Aurora,9629927458,sabharwaloeshi@example.net,Mumbai,POSTPAID
1968,Jalsa,Magar,9428344828,zaidmohan@example.org,Bengaluru,POSTPAID
1969,Mitali,Sundaram,9209272512,dayita06@example.org,Bengaluru,POSTPAID
1970,Charan,Sehgal,9478548587,balendramore@example.net,Bengaluru,POSTPAID
1971,Vansha,Sehgal,9237919004,snehapandey@example.net,Bengaluru,POSTPAID
1972,Hredhaan,Pandit,9762376820,pantpooja@example.com,Pune,POSTPAID
1973,Faraj,Dutt,9570526933,jeevika95@example.net,Pune,PREPAID
1974,Ansh,Mander,9847127182,pallavikhatri@example.org,Chennai,PREPAID
1975,Yashawini,Sethi,9434651314,gsathe@example.com,Delhi,PREPAID
1976,Gabriel,Sehgal,9803914838,biyer@example.org,Bengaluru,PREPAID
1977,Isaiah,Taneja,9608419968,ikshitasubramaniam@example.org,Chennai,POSTPAID
1978,Vinaya,Doctor,9371770969,qarinvig@example.com,Hyderabad,PREPAID
1979,Riya,Chandra,9692612571,lukecontractor@example.net,Mumbai,POSTPAID
1980,Anirudh,Chanda,9200738965,jeremiahgokhale@example.net,Chennai,POSTPAID
1981,Dalbir,Jhaveri,9790182695,tellachavvi@example.com,Pune,POSTPAID
1982,Madhavi,Sehgal,9159493727,sai42@example.net,Mumbai,POSTPAID
1983,Bina,Dalal,9639681184,misratriveni@example.net,Bengaluru,POSTPAID
1984,Januja,Shenoy,9212138998,charitabalasubramanian@example.net,Hyderabad,PREPAID
1985,Faqid,Sunder,9313697932,kperi@example.net,Chennai,PREPAID
1986,Indrajit,Dube,9731946311,triptinadkarni@example.com,Bengaluru,POSTPAID
1987,Jagdish,Radhakrishnan,9656643996,kalatanay@example.net,Chennai,PREPAID
1988,Saumya,Sharaf,9482813479,tankdevika@example.org,Delhi,PREPAID
1989,Lajita,Bala,9678505226,ikbal32@example.net,Pune,POSTPAID
1990,Jalsa,Mammen,9204993734,ftandon@example.org,Hyderabad,POSTPAID
1991,Logan,Krishnamurthy,9821116473,lallabeer@example.net,Bengaluru,POSTPAID
1992,Andrew,Kalla,9727365077,buchchaitanya@example.net,Hyderabad,PREPAID
1993,Omkaar,Banik,9156610813,singhalabhimanyu@example.com,Bengaluru,PREPAID
1994,Waida,Trivedi,9573457083,eanne@example.net,Bengaluru,PREPAID
1995,Baghyawati,Tailor,9513669733,girindrasahota@example.net,Pune,PREPAID
1996,Chandran,Buch,9611529655,surupadhriti@example.org,Pune,PREPAID
1997,Ronith,Rao,9657866216,krish87@example.org,Pune,PREPAID
1998,Wazir,Kala,9870680885,vidhi13@example.org,Hyderabad,POSTPAID
1999,Siya,Lata,9816938894,anirudhmangal@example.com,Chennai,PREPAID
2000,Peter,Chander,9496574779,irau@example.org,Bengaluru,PREPAID
2001,Ishaan,Batra,9915599867,manyakari@example.com,Chennai,PREPAID
2002,Wyatt,Pau,9638813211,frederick94@example.com,Pune,PREPAID
2003,Kabir,Prabhu,9292627209,xmall@example.org,Hyderabad,POSTPAID
2004,Yahvi,Raju,9801850840,basakaachal@example.net,Chennai,PREPAID
2005,Nicholas,Murty,9332927170,pgala@example.net,Delhi,PREPAID
2006,Ucchal,Virk,9526467812,gerazinal@example.com,Pune,PREPAID
2007,Xavier,Deep,9922268195,banjeet29@example.org,Delhi,POSTPAID
2008,Pranit,Krishna,9858351174,amara70@example.com,Hyderabad,PREPAID
2009,Triveni,Pillay,9436454946,tamanna67@example.net,Pune,POSTPAID
2010,Yasti,Suresh,9995436531,vrishti12@example.net,Hyderabad,POSTPAID
2011,Urishilla,Pillay,9108772196,hgole@example.org,Chennai,PREPAID
2012,Darsh,Deo,9469440791,chaitaly15@example.net,Pune,POSTPAID
2013,Yashica,Walia,9160823666,saanvi01@example.org,Chennai,PREPAID
2014,Vaishnavi,Mallick,9479240530,girindra90@example.org,Pune,PREPAID
2015,Nihal,Sridhar,9506468999,arastogi@example.com,Bengaluru,PREPAID
2016,Tristan,Maharaj,9430258736,vinayaparekh@example.com,Chennai,PREPAID
2017,Anjali,Memon,9409034438,yadavchameli@example.org,Chennai,PREPAID
2018,Ekantika,Gaba,9969485687,daveamol@example.com,Hyderabad,POSTPAID
2019,Gavin,Datta,9640230475,pranitpingle@example.net,Hyderabad,PREPAID
2020,Gaurika,Sarin,9958631988,arjungoel@example.com,Bengaluru,POSTPAID
2021,Theodore,Chandran,9510903112,beraharsh@example.org,Delhi,POSTPAID
2022,Gayathri,Banik,9468966879,gautammalhotra@example.org,Chennai,POSTPAID
2023,Caleb,Dara,9403869983,cbala@example.net,Pune,PREPAID
2024,Pranav,Sangha,9128886762,narulaira@example.net,Pune,PREPAID
2025,Aarnav,Chatterjee,9932431832,janaki26@example.com,Mumbai,POSTPAID
2026,Urishilla,Kunda,9597470859,npatla@example.org,Chennai,PREPAID
2027,Orinder,Chaudhari,9302330066,bhavanisuri@example.net,Hyderabad,POSTPAID
2028,Faraj,Dua,9371926467,yagnesh97@example.com,Hyderabad,POSTPAID
2029,Lakshmi,Chokshi,9316751704,thomasdoctor@example.com,Pune,POSTPAID
2030,Zashil,Iyengar,9474790508,anikabaral@example.org,Bengaluru,POSTPAID
2031,Udyati,Munshi,9167096752,rastogidivya@example.org,Pune,POSTPAID
2032,Chaitaly,Saini,9122704222,guptayashoda@example.org,Chennai,POSTPAID
2033,Kevin,Jani,9871650288,vivaanwason@example.org,Delhi,POSTPAID
2034,Ekapad,Acharya,9819053045,samarth85@example.com,Bengaluru,PREPAID
2035,Ganga,Chanda,9612600167,balvan54@example.com,Pune,POSTPAID
2036,Harita,Sandal,9964654201,dalbirkumer@example.org,Bengaluru,POSTPAID
2037,Chandresh,Mander,9367817381,siya43@example.com,Bengaluru,PREPAID
2038,Ucchal,Varkey,9177155568,dinpranit@example.org,Mumbai,POSTPAID
2039,Abha,Bhargava,9836616021,cpai@example.com,Pune,POSTPAID
2040,Manbir,Date,9228074162,waliharini@example.org,Pune,PREPAID
2041,Charvi,Chanda,9232039233,jranganathan@example.org,Hyderabad,POSTPAID
2042,Deepa,Krish,9831473946,rattanurvi@example.com,Mumbai,POSTPAID
2043,Sanya,Cherian,9950427934,rkata@example.net,Mumbai,PREPAID
2044,Abha,Ram,9716137962,eravel@example.net,Bengaluru,PREPAID
2045,Manya,Balakrishnan,9867307699,mohammed98@example.org,Chennai,POSTPAID
2046,Warda,Majumdar,9350594607,darsh97@example.com,Chennai,PREPAID
2047,Nimrat,Mand,9479814739,golevaishnavi@example.net,Chennai,PREPAID
2048,Ekta,Sami,9471303612,aradhana02@example.net,Hyderabad,POSTPAID
2049,Omya,Banik,9823498900,fbutala@example.net,Chennai,PREPAID
2050,Balveer,Wali,9810867238,bobalayush@example.com,Pune,POSTPAID
2051,Ansh,Behl,9177283791,ttalwar@example.org,Chennai,PREPAID
2052,Chakradev,Saini,9413765976,sarnakamala@example.com,Mumbai,POSTPAID
2053,Triya,Sandhu,9689525199,falanbhavsar@example.com,Hyderabad,POSTPAID
2054,Chakrika,Pandit,9340879533,geraikshita@example.net,Pune,PREPAID
2055,Tejas,Rau,9850998287,aryan59@example.net,Mumbai,POSTPAID
2056,Jeremiah,Amble,9548011468,nwali@example.org,Chennai,POSTPAID
2057,Yagnesh,Chhabra,9200156142,zayanmannan@example.net,Bengaluru,POSTPAID
2058,Reva,Palla,9968134645,siyaraja@example.net,Chennai,PREPAID
2059,Panini,Venkataraman,9755333496,jagvikapoor@example.org,Pune,PREPAID
2060,Yuvraj,Banik,9714637663,krishnamurthydominic@example.net,Bengaluru,PREPAID
2061,Ojas,Mukhopadhyay,9453621105,krishnaekalinga@example.org,Chennai,POSTPAID
2062,Timothy,Patil,9155668544,issacarjun@example.net,Bengaluru,POSTPAID
2063,Ati,Mutti,9162517340,yshukla@example.com,Bengaluru,POSTPAID
2064,Noah,Chakraborty,9348919657,bhavanibhagat@example.com,Hyderabad,POSTPAID
2065,Jonathan,Misra,9277645100,qvenkataraman@example.com,Delhi,POSTPAID
2066,Amruta,Warrior,9596981437,toorekapad@example.net,Chennai,POSTPAID
2067,Rohan,Mukhopadhyay,9263723727,idikabanerjee@example.com,Chennai,PREPAID
2068,Indali,Dutta,9896950386,nandaanmol@example.org,Hyderabad,POSTPAID
2069,Veer,Bhardwaj,9216981261,nikitagrewal@example.net,Delhi,POSTPAID
2070,Pavani,Tella,9708492755,zwali@example.net,Mumbai,PREPAID
2071,Fariq,Sachar,9885802310,dayitagarg@example.net,Mumbai,POSTPAID
2072,Ishaan,Barad,9255595220,shanbalveer@example.com,Pune,PREPAID
2073,Indali,Pai,9256815053,norifarhan@example.net,Hyderabad,PREPAID
2074,Omaja,Contractor,9719213884,atibhasin@example.net,Bengaluru,POSTPAID
2075,Bhavna,Divan,9331692252,sarthakcomar@example.net,Bengaluru,POSTPAID
2076,Riya,Uppal,9553568793,elijah51@example.org,Chennai,POSTPAID
2077,Rehaan,Kota,9802650764,thakkarleela@example.com,Chennai,PREPAID
2078,Damyanti,Goda,9303821672,rakshadeep@example.org,Chennai,POSTPAID
2079,Aarnav,Sridhar,9484466008,guptapushti@example.net,Pune,POSTPAID
2080,Samar,Vaidya,9928902831,girish55@example.net,Mumbai,PREPAID
2081,Ishani,Jain,9172385399,imaranraju@example.org,Mumbai,POSTPAID
2082,Hredhaan,Deo,9858533739,qkumer@example.com,Pune,POSTPAID
2083,Ryan,Banerjee,9512908627,luckypau@example.com,Mumbai,POSTPAID
2084,Dhruv,Bakshi,9890395694,norimaanas@example.org,Hyderabad,PREPAID
2085,Nidra,Pandya,9200804884,ishwarpalla@example.org,Bengaluru,POSTPAID
2086,Saanvi,Bora,9642829287,arjun12@example.org,Pune,PREPAID
2087,Mugdha,Kadakia,9191494615,yatincherian@example.net,Hyderabad,PREPAID
2088,Krisha,Lad,9243976742,okannan@example.net,Mumbai,POSTPAID
2089,Abha,Nagy,9820519596,morarliam@example.com,Pune,PREPAID
2090,Frederick,Dewan,9749540285,vgala@example.org,Bengaluru,POSTPAID
2091,Udyati,Varkey,9369667019,sankarojasvi@example.net,Chennai,PREPAID
2092,Urvi,Apte,9864980720,darapavani@example.com,Bengaluru,PREPAID
2093,Aahana,Banik,9354953774,syadav@example.org,Bengaluru,PREPAID
2094,Priya,Gera,9806306950,hamsinishere@example.net,Hyderabad,POSTPAID
2095,Reva,Dutta,9356357687,ekaraj04@example.net,Bengaluru,POSTPAID
2096,Meera,Thakur,9458658747,upasna26@example.net,Bengaluru,PREPAID
2097,Vinaya,Kunda,9143907947,pahalpatel@example.com,Mumbai,PREPAID
2098,Ansh,Madan,9358552615,chandran04@example.net,Delhi,POSTPAID
2099,Oscar,Prakash,9561399067,ekaniprabhu@example.org,Hyderabad,PREPAID
2100,Keya,Srivastava,9617154941,barkhakhanna@example.org,Hyderabad,PREPAID
2101,Laksh,Sarin,9793639675,lekha15@example.com,Delhi,POSTPAID
2102,Darpan,Panchal,9899372347,diptadhawan@example.com,Hyderabad,POSTPAID
2103,Mitesh,Walia,9510174706,ekarajmurthy@example.net,Mumbai,POSTPAID
2104,Aarna,Ganguly,9399005074,bhatnagarjalsa@example.net,Delhi,POSTPAID
2105,Megha,Gokhale,9734613781,krisha25@example.com,Hyderabad,POSTPAID
2106,Yahvi,Golla,9306066292,kbanerjee@example.com,Delhi,POSTPAID
2107,Yashvi,Pathak,9646214436,udyati63@example.com,Chennai,PREPAID
2108,Akshay,Chacko,9885001151,amrutakade@example.com,Pune,PREPAID
2109,Zaid,Prakash,9783921010,bkulkarni@example.com,Mumbai,POSTPAID
2110,Ati,Nagarajan,9699396811,christopherraja@example.com,Bengaluru,POSTPAID
2111,Yagnesh,Ganesan,9960813740,gkakar@example.org,Chennai,PREPAID
2112,Jasmit,Patla,9277682666,wgopal@example.org,Chennai,PREPAID
2113,Reva,Mishra,9122386356,ghosejyoti@example.org,Hyderabad,PREPAID
2114,Nimrat,Vig,9492324280,madanekalinga@example.net,Chennai,POSTPAID
2115,Wyatt,Buch,9885700885,jeremiah30@example.org,Chennai,POSTPAID
2116,Nihal,Dugar,9539849667,hemani04@example.com,Pune,POSTPAID
2117,Eesha,Bal,9523518960,floke@example.com,Hyderabad,POSTPAID
2118,Tanish,Srinivasan,9203136985,jyoti63@example.org,Pune,POSTPAID
2119,Frado,Dutta,9867409614,abhalla@example.net,Chennai,POSTPAID
2120,Gaurav,Iyer,9896264679,chakradevjoshi@example.net,Chennai,PREPAID
2121,Hredhaan,Sarna,9661909154,triveniwalla@example.org,Mumbai,PREPAID
2122,Rajeshri,Khalsa,9946864391,victor05@example.org,Mumbai,PREPAID
2123,Aradhana,Grewal,9501479901,akhanna@example.net,Mumbai,POSTPAID
2124,Ekani,Dixit,9839668896,dminhas@example.com,Hyderabad,PREPAID
2125,Eesha,Raju,9329316428,nidhinori@example.org,Delhi,POSTPAID
2126,Ojas,Prabhakar,9769349172,chackosai@example.org,Delhi,POSTPAID
2127,Yashvi,Nair,9797450570,indirapalla@example.net,Bengaluru,PREPAID
2128,Eshana,Doctor,9148793553,bhallateerth@example.net,Bengaluru,POSTPAID
2129,Barkha,Lalla,9733540287,banjeet30@example.com,Chennai,PREPAID
2130,Ekanta,Thakur,9426446311,ppatel@example.com,Hyderabad,PREPAID
2131,Daniel,Bhatt,9840872146,hganesan@example.org,Delhi,PREPAID
2132,Chatura,Kakar,9131185258,falan60@example.com,Hyderabad,POSTPAID
2133,Vansha,Brahmbhatt,9413442954,anushaguha@example.com,Mumbai,PREPAID
2134,Oviya,Varkey,9401878453,hemalsehgal@example.com,Bengaluru,PREPAID
2135,Frederick,Suresh,9539635450,obhavsar@example.com,Delhi,POSTPAID
2136,Wridesh,Toor,9533034280,simon15@example.com,Mumbai,POSTPAID
2137,Charles,Sanghvi,9373095146,zbalay@example.org,Bengaluru,POSTPAID
2138,Radha,Bhatti,9575566150,sanayabadami@example.com,Pune,PREPAID
2139,Gavin,Kata,9661981598,ishanvibahl@example.org,Chennai,PREPAID
2140,Chandresh,Mistry,9747878797,mohini35@example.net,Pune,PREPAID
2141,Bhanumati,Gera,9195160417,udarshpanchal@example.com,Bengaluru,POSTPAID
2142,Qabil,Wable,9821664932,ukapadia@example.org,Mumbai,POSTPAID
2143,Nandini,Patel,9517711727,meghana85@example.org,Hyderabad,POSTPAID
2144,Manbir,Krishnamurthy,9863527465,ogrover@example.net,Chennai,PREPAID
2145,Balvan,Hans,9884062669,farhandalal@example.org,Delhi,PREPAID
2146,Mason,Andra,9860893494,lkonda@example.com,Pune,POSTPAID
2147,Tanish,Nagi,9880755737,baghyawatibala@example.net,Mumbai,PREPAID
2148,Kritika,Dhillon,9640568766,nchaudhuri@example.org,Pune,POSTPAID
2149,Jagrati,Sarma,9231899535,hnath@example.net,Pune,POSTPAID
2150,Neha,Sant,9725974853,nrau@example.org,Mumbai,POSTPAID
2151,Vidhi,Dhar,9816861486,qadim79@example.net,Delhi,PREPAID
2152,Upma,Vasa,9484457924,hkhosla@example.com,Pune,PREPAID
2153,Inaya,Mitter,9400624140,aarnamanda@example.net,Pune,PREPAID
2154,Chanchal,Rama,9873921125,zdave@example.org,Mumbai,PREPAID
2155,Gavin,Mangal,9594060809,rdhar@example.net,Bengaluru,POSTPAID
2156,Prisha,Palan,9120192423,bhavani18@example.net,Pune,PREPAID
2157,Jeet,Chhabra,9962091269,joshua14@example.com,Mumbai,PREPAID
2158,Sara,Peri,9168924364,baghyawatikota@example.com,Mumbai,PREPAID
2159,Fiyaz,Saini,9903078081,anshpal@example.org,Pune,PREPAID
2160,Ridhi,Sampath,9937315102,ekapad91@example.org,Bengaluru,PREPAID
2161,Saksham,Deep,9914033324,gaurang90@example.com,Delhi,PREPAID
2162,Upkaar,Nagar,9766140217,benchasmum@example.org,Hyderabad,POSTPAID
2163,Upadhriti,Chauhan,9509814998,lrattan@example.com,Pune,POSTPAID
2164,Girik,Srinivasan,9753841682,narangsamesh@example.org,Chennai,PREPAID
2165,Geetika,Badami,9716761748,graja@example.org,Bengaluru,PREPAID
2166,Jhalak,Shroff,9635500903,kumerveda@example.org,Bengaluru,PREPAID
2167,Girik,Badami,9330981300,tmohanty@example.com,Hyderabad,POSTPAID
2168,Yagnesh,Sarin,9261098096,wbatta@example.org,Pune,POSTPAID
2169,Krishna,Master,9996885652,maanavmannan@example.org,Pune,PREPAID
2170,Wahab,Vig,9457312469,szacharia@example.com,Delhi,PREPAID
2171,Neelima,Prashad,9369199450,fandra@example.net,Mumbai,PREPAID
2172,Udyati,Acharya,9109441525,rajuidika@example.com,Hyderabad,PREPAID
2173,Tanveer,Bora,9317990083,jairaj44@example.com,Mumbai,POSTPAID
2174,Niharika,Contractor,9721948994,zayanravel@example.net,Bengaluru,POSTPAID
2175,Tarak,Sami,9465290884,rajatanarayanan@example.com,Pune,PREPAID
2176,Darika,Bawa,9363103955,zaid69@example.org,Mumbai,PREPAID
2177,Andrew,Banerjee,9198570952,wazir63@example.org,Delhi,PREPAID
2178,Oni,Barman,9930712817,roycharvi@example.org,Hyderabad,PREPAID
2179,Vansha,Kade,9842081481,hemalparekh@example.net,Bengaluru,POSTPAID
2180,Omkaar,Saxena,9507828552,robertpatel@example.com,Pune,PREPAID
2181,Tripti,Manne,9415551824,lipika30@example.org,Hyderabad,POSTPAID
2182,Balendra,Mody,9218776033,choudhuryxiti@example.net,Pune,POSTPAID
2183,Abha,Mohanty,9946500457,samuel76@example.org,Delhi,PREPAID
2184,Falguni,Hayre,9846014458,csem@example.net,Chennai,PREPAID
2185,Tristan,Mittal,9304375807,nishaprabhu@example.com,Mumbai,POSTPAID
2186,Ikbal,Edwin,9993276855,bakhshi63@example.org,Mumbai,PREPAID
2187,Laban,Kota,9884075173,lalbishakha@example.net,Hyderabad,PREPAID
2188,Vansha,Aurora,9344448273,gagankadakia@example.net,Delhi,PREPAID
2189,Eiravati,Subramanian,9662242358,savantharsh@example.com,Bengaluru,PREPAID
2190,Chandresh,Ramanathan,9459355462,ybhagat@example.org,Mumbai,POSTPAID
2191,Anjali,Bumb,9884614444,keerrajata@example.org,Delhi,PREPAID
2192,Chanakya,Sidhu,9416775070,dakshnagi@example.net,Chennai,PREPAID
2193,Warjas,Krishnan,9470115054,anneraghav@example.com,Mumbai,POSTPAID
2194,Darika,Mital,9193434406,wakeeta00@example.net,Pune,POSTPAID
2195,Udarsh,Mandal,9449782825,arya52@example.com,Bengaluru,POSTPAID
2196,Damyanti,Guha,9247633257,amrutadutt@example.net,Chennai,POSTPAID
2197,Vansha,Natt,9565366496,khatrikeya@example.net,Bengaluru,PREPAID
2198,Radha,Bedi,9751664800,nicholas96@example.org,Pune,POSTPAID
2199,Chavvi,Bhasin,9288724965,msaran@example.com,Mumbai,PREPAID
2200,Yash,Varma,9672429249,matthewsant@example.net,Bengaluru,POSTPAID
2201,Aahana,Naidu,9229401909,bhanumatisehgal@example.org,Pune,POSTPAID
2202,Harrison,Naidu,9591686689,onkar46@example.net,Delhi,PREPAID
2203,Ethan,Toor,9936389044,obatta@example.org,Mumbai,PREPAID
2204,Lucky,Sama,9407993614,trivenikanda@example.com,Bengaluru,POSTPAID
2205,Balendra,Dhaliwal,9843203503,indira63@example.org,Chennai,POSTPAID
2206,Lekha,Prabhu,9844623202,anikasrinivas@example.com,Bengaluru,POSTPAID
2207,Dalbir,Bhat,9274717239,chandanidey@example.org,Bengaluru,PREPAID
2208,Mitali,Chaudhry,9170523792,skale@example.com,Bengaluru,POSTPAID
2209,Agastya,Subramaniam,9890584852,vkuruvilla@example.net,Hyderabad,PREPAID
2210,Champak,Gupta,9312035515,ishanvi71@example.org,Hyderabad,POSTPAID
2211,Fiyaz,Deshmukh,9189445001,baghyawati24@example.org,Bengaluru,POSTPAID
2212,Alexander,Om,9191795281,faqidraghavan@example.org,Chennai,POSTPAID
2213,Siya,Talwar,9253827344,banjeetshan@example.com,Delhi,PREPAID
2214,Zayyan,Shere,9495591622,dewanjeevika@example.net,Hyderabad,POSTPAID
2215,Dhriti,Murty,9351518822,flalla@example.com,Mumbai,PREPAID
2216,Bhavna,Thaman,9767916752,walifitan@example.org,Mumbai,POSTPAID
2217,Tanay,Mall,9961442592,jkarpe@example.org,Mumbai,POSTPAID
2218,Sneha,Chokshi,9115521457,regemadhav@example.org,Pune,POSTPAID
2219,Zaitra,Lalla,9396889535,cbhardwaj@example.net,Chennai,POSTPAID
2220,Tanay,Mangat,9137645621,forumdevi@example.org,Hyderabad,PREPAID
2221,Udyati,Ramachandran,9960652622,sharmaraghav@example.com,Delhi,PREPAID
2222,Jeremiah,Nayak,9637378702,veda19@example.com,Pune,PREPAID
2223,Faraj,Kale,9931393174,kapadialajita@example.com,Hyderabad,PREPAID
2224,Qushi,Bava,9746982024,vidhisinghal@example.org,Pune,POSTPAID
2225,Ishaan,Mahal,9626735705,purikrishna@example.org,Chennai,PREPAID
2226,Aarav,Mutti,9233229930,prishanayak@example.org,Mumbai,PREPAID
2227,Ridhi,Mani,9199947532,ubhakta@example.org,Mumbai,PREPAID
2228,Nitara,Bhatti,9565763142,omkaarbala@example.org,Mumbai,POSTPAID
2229,Wridesh,Natarajan,9474928089,chanchalshroff@example.org,Bengaluru,PREPAID
2230,Umang,Chandran,9971317297,garagauri@example.org,Mumbai,PREPAID
2231,Urishilla,Srinivas,9780999130,iyerfaqid@example.net,Bengaluru,POSTPAID
2232,Ikshita,Shukla,9945341818,qushimanne@example.org,Bengaluru,POSTPAID
2233,Reyansh,Devi,9618994973,tsharaf@example.net,Delhi,POSTPAID
2234,Harinakshi,Brar,9330452244,chatresh68@example.org,Pune,POSTPAID
2235,Urvashi,Ratti,9188426860,ashan@example.org,Hyderabad,PREPAID
2236,Ronith,Borah,9787565095,eshana41@example.org,Bengaluru,POSTPAID
2237,Ishwar,Rama,9602300882,guneet00@example.org,Pune,POSTPAID
2238,Gauri,Rajagopalan,9661724497,aditya96@example.com,Chennai,PREPAID
2239,Ayushman,Banik,9705281907,anvianand@example.com,Delhi,POSTPAID
2240,William,Luthra,9471932814,yahvi79@example.net,Mumbai,PREPAID
2241,Dalbir,Bhalla,9821446242,uratti@example.com,Chennai,PREPAID
2242,Eta,Walla,9838026391,janya34@example.net,Hyderabad,POSTPAID
2243,Watika,Jha,9980913036,noahkakar@example.net,Hyderabad,PREPAID
2244,Sai,Narasimhan,9453393084,jagvisinghal@example.org,Mumbai,PREPAID
2245,Omaja,Chakrabarti,9148336073,tarak07@example.net,Hyderabad,POSTPAID
2246,Bhavani,Sibal,9793895396,nigamlakshmi@example.org,Chennai,POSTPAID
2247,Yagnesh,Mishra,9848286831,tristan98@example.org,Hyderabad,PREPAID
2248,Advik,Kibe,9201907714,ngole@example.org,Hyderabad,POSTPAID
2249,Ria,Kapur,9382614060,udantyadav@example.net,Chennai,PREPAID
2250,Ekavir,Saha,9148561180,gkumer@example.net,Bengaluru,PREPAID
2251,Caleb,Sibal,9215524327,regegeetika@example.com,Bengaluru,POSTPAID
2252,Gayathri,Narasimhan,9333813606,lohitpalla@example.com,Bengaluru,PREPAID
2253,Chanakya,Nayak,9613086560,hiral22@example.net,Bengaluru,PREPAID
2254,Anamika,Choudhury,9498402832,ravaldhriti@example.com,Delhi,POSTPAID
2255,Luke,Mani,9673095168,tdatta@example.org,Hyderabad,POSTPAID
2256,Upkaar,Prasad,9463044661,vbala@example.com,Pune,POSTPAID
2257,Nilima,Magar,9522799620,sethisudiksha@example.org,Mumbai,PREPAID
2258,Dhruv,Chada,9795417247,biswasbimala@example.net,Hyderabad,PREPAID
2259,Yashoda,Barad,9423144053,sahniurvashi@example.org,Pune,POSTPAID
2260,Gagan,Nigam,9247218558,irao@example.com,Pune,POSTPAID
2261,Qabil,Salvi,9328394778,adweta32@example.org,Chennai,PREPAID
2262,Sudiksha,Chaudhry,9500885218,kallavictor@example.org,Delhi,PREPAID
2263,Amruta,Ranganathan,9328539801,qasimkrish@example.org,Mumbai,POSTPAID
2264,Upasna,Khare,9466239749,darpan21@example.net,Hyderabad,PREPAID
2265,Veer,Agarwal,9549575944,jagrati01@example.net,Delhi,POSTPAID
2266,Falguni,Taneja,9340587770,ndass@example.org,Chennai,PREPAID
2267,Radhika,Dalal,9610938929,tanishsen@example.org,Pune,POSTPAID
2268,Azad,Saha,9879704500,chadaaayush@example.net,Bengaluru,POSTPAID
2269,Forum,Khosla,9831705400,maanavrout@example.net,Chennai,POSTPAID
2270,Meghana,Joshi,9829138775,bachittar72@example.com,Delhi,PREPAID
2271,Inaya,Grover,9753297512,chakrika17@example.org,Hyderabad,POSTPAID
2272,Vansha,Badami,9918431111,waliameghana@example.net,Hyderabad,PREPAID
2273,Samar,Raju,9678499329,chatresh58@example.com,Hyderabad,PREPAID
2274,Ira,Soni,9799568516,wlall@example.com,Chennai,POSTPAID
2275,Girish,Basu,9530391873,qgour@example.net,Bengaluru,PREPAID
2276,David,Iyengar,9692908429,zboase@example.net,Pune,PREPAID
2277,Ranbir,Sabharwal,9396075350,vedhikapuri@example.net,Bengaluru,PREPAID
2278,Yashica,Dhillon,9773811643,usankar@example.com,Mumbai,POSTPAID
2279,Tanish,Sarkar,9317625340,aroragirik@example.com,Bengaluru,POSTPAID
2280,Darsh,Vyas,9419182990,bhandarichakradhar@example.org,Pune,POSTPAID
2281,Jagat,Rout,9625426394,batraviraj@example.org,Hyderabad,PREPAID
2282,Chaaya,Singhal,9102824868,noah71@example.net,Hyderabad,POSTPAID
2283,Vincent,Dhar,9791780456,gmorar@example.org,Bengaluru,PREPAID
2284,Pavani,Bera,9661820576,iyeravi@example.com,Chennai,POSTPAID
2285,Anamika,Rao,9130017052,ybhalla@example.org,Hyderabad,POSTPAID
2286,Urmi,Andra,9539840456,vnaik@example.com,Pune,PREPAID
2287,Udyati,Shenoy,9299923933,aryansingh@example.org,Hyderabad,PREPAID
2288,Kabir,Pandit,9534531315,lbuch@example.net,Delhi,PREPAID
2289,Qasim,Ramanathan,9524253706,patilhiral@example.org,Chennai,POSTPAID
2290,Gauri,Choudhry,9105040585,bwadhwa@example.com,Bengaluru,POSTPAID
2291,Lopa,Warrior,9363908785,indrajitgokhale@example.com,Chennai,POSTPAID
2292,Anmol,Mangat,9110340559,davekamala@example.org,Delhi,POSTPAID
2293,Odika,Choudhury,9156051544,vrittishah@example.net,Chennai,PREPAID
2294,Fitan,Kadakia,9604188618,jeremiahratta@example.org,Chennai,PREPAID
2295,Odika,Raja,9220191948,ridhimerchant@example.com,Bengaluru,PREPAID
2296,Avi,Misra,9575933486,dhruvbasak@example.com,Hyderabad,POSTPAID
2297,Teerth,Issac,9702384097,jai03@example.com,Mumbai,POSTPAID
2298,Hema,Mukhopadhyay,9601294868,balhaarben@example.net,Delhi,PREPAID
2299,Aayush,Wali,9901271428,achad@example.com,Mumbai,POSTPAID
2300,Chanchal,Rajagopalan,9614092551,koshydhriti@example.com,Delhi,POSTPAID
2301,Ijaya,Sarma,9152458928,igoyal@example.com,Chennai,POSTPAID
2302,Omya,Memon,9518346615,wsarraf@example.net,Bengaluru,PREPAID
2303,Divya,Mallick,9430610831,norizayan@example.com,Mumbai,POSTPAID
2304,Kai,Deo,9894539559,dalbir53@example.net,Hyderabad,PREPAID
